ClassTable,nameTextId,descTextId,number,promotion,SMSId,slowWalking,defaultPortraitId,unk0A,baseHP,basePow,baseSkl,baseSpd,baseDef,baseRes,baseCon,baseMov,maxHP,maxPow,maxSkl,maxSpd,maxDef,maxRes,maxCon,classRelativePower,growthHP,growthPow,growthSkl,growthSpd,growthDef,growthRes,growthLck,promotionHP,promotionPow,promotionSkl,promotionSpd,promotionDef,promotionRes,attributes,baseSwordRank,baseLanceRank,baseAxeRank,baseBowRank,baseStaffRank,baseAnimaRank,baseDaggerRank,baseStoneRank,pBattleAnimDef,pMovCostTable,pRainMovCostTable,pSnowMovCostTable,pTerrainAvoidLookup,pTerrainDefenseLookup,pTerrainResistanceLookup,classType
1098,0x33dc,0x55bd,0x55,0x55,0x0,0x55,0x4444,0x34,19,85,85,69,80,36,16,3,-44,0,73,-67,92,-18,14,0,-69,91,17,14,91,21,33,14,0,21,17,50,14,0x9e22211,1,34,34,227,0,34,34,229,0xf1fb2ff1,0xf103f03f,0x7103f03f,0x380e03f,0xa085d310,0xcbb5cc01,0xbb0300ab,3154127617
1099,0xbcce,0xccbb,0xce,0xcc,0xcb,0x0,0xceac,0x5c,-84,106,-34,92,106,0,106,-23,-36,102,-90,-70,-20,9,2,0,-70,-53,14,0,-86,1,48,-52,21,-52,-20,9,2,0x4a02ee42,166,2,100,5,86,102,166,26,0x8e520051,0x78002601,0x778ee900,0xbb8e90,0xcb78e988,0x8778ceec,0x8bbb9e00,3972532712
1100,0x9e,0xbb90,0xcc,0xee,0x55,0xc8,0xe5ec,0x0,85,-120,-50,-21,85,-20,-68,91,0,68,-18,-69,69,68,-50,-52,37,0,34,-50,92,35,34,-50,53,34,80,34,1,0x8f02222d,34,69,68,35,90,34,0,2,0x10020022,0x3003201,0x2008053,0xe53222b5,0x522200,0x532200eb,0xb53200eb,1392569365
1101,0xcc01,0xb5,0x8f,0xbb,0x0,0x97,0x11ff,0xc3,-16,1,53,-74,64,3,97,39,19,-98,20,-13,32,15,-1,3,-98,55,101,19,-107,-15,51,100,-24,67,-65,-16,1,0xe0020170,101,106,166,224,110,16,3,170,0x3e06620,0xa6ae90c7,0xee1000bb,0x605ba6a,0xa5e000aa,0x666adb00,0x111aaabb,3131703482
1102,0xda1b,0xa6ab,0xab,0xba,0x40,0xbd,0x5a03,0xdd,-54,-67,-86,-38,-86,16,-36,-85,-86,0,14,-70,-123,-66,14,0,-32,90,-69,14,-32,-70,-82,14,0,-32,-86,-82,14,0xeeaae9,33,206,187,0,3,237,9,0,0x4a3207ce,0x222601ee,0x5d0f015c,0x4dc5702,0xdcccccdc,0xad8501dd,0xeedc00cd,3853372842
1103,0xdaaa,0xad40,0x1,0x22,0xcb,0x55,0xcbd5,0xec,-52,0,-35,-20,-98,-52,-20,-18,-18,-52,0,-19,85,-86,-52,-20,-86,-59,-51,1,-19,-86,-86,-34,-20,-86,-86,1,38,0x10bb23f2,1,16,7,3,14,0,186,2,0xe7aaff,0x61071003,0x1c00027,0x25e85411,0x24118df0,0x103c0333,0xc03b3716,301940503
1104,0x2044,0x613,0x22,0x11,0x44,0x34,0x4eb,0xff,65,51,37,15,111,-77,0,19,16,23,50,16,32,-95,46,32,3,16,29,-128,80,120,-114,-75,-86,-32,-116,88,-85,0xe8cc8e00,181,136,204,14,238,112,136,3,0x17498d5,0xabdaee2a,0xeb9e3feb,0x95239203,0x12c001c0,0x6310df12,0x902f0492,1778778286
1105,0x4ee,0xaece,0x13,0xa6,0x6a,0xea,0x6605,0xd6,110,2,-73,69,30,75,107,64,3,-70,-18,5,115,-18,4,-13,0,39,64,-86,0,10,-86,94,-91,-85,-86,94,4,0xbeaaada6,219,0,27,222,187,84,235,20,0x6730eb2f,0x302e0130,0x3cc0000e,0x333c0e33,0x8bb0e33,0x61180332,0x4d482501,657139763
1106,0x8c3b,0x200,0x3,0x3,0xc3,0x0,0x1003,0x25,0,48,-89,1,50,3,66,123,51,52,65,94,87,127,98,115,109,51,25,-77,-47,47,0,9,-25,16,81,51,4,0x323c3f60,103,140,240,1,25,179,25,187,0x1ff0f0a9,0x63cf0c0,0x6e900080,0xe9cc66,0x1e33a6aa,0x6e00c611,0x61d6621,3758144907
1107,0x15ee,0x7473,0x0,0x1,0x2c,0x11,0x1033,0x1,106,3,-12,-54,-47,0,17,29,-42,-38,-85,-67,-22,-98,65,-18,56,100,-98,-32,-18,62,-18,0,-97,91,-22,10,116,0x75f00e1,112,48,145,147,17,35,183,16,0x740accef,0x2037f10,0x40062038,0xc0511f,0xe5003c20,0xb034ccc3,0xd76af018,1699167025
1108,0xbde0,0x0,0x55,0x53,0xde,0x77,0x677a,0xb4,90,47,62,-116,49,127,38,-5,25,-73,29,13,33,-71,62,52,42,-15,29,109,17,-54,24,-116,1,16,64,11,0,0xa,238,0,3,46,64,3,62,8,0xe9330000,0x9c0300,0xc34400,0x9e00c30e,0x9e10500,0x12000010,0xe1230800,3406037049
1109,0x9e12,0xce33,0x0,0x8,0xe9,0x3c,0x1203,0x9e,-109,62,43,-31,0,30,96,1,64,48,0,3,51,51,51,51,-52,-52,63,-52,-52,16,15,0,54,-32,1,-112,31,0x1ff001f0,218,240,31,144,31,144,16,158,0x20308190,0x3c0bc31f,0x3300c3,0x3003001,0x3103780,0x6103c00,0xc333cc33,3725605965
1110,0x303,0xb220,0x60,0x1,0x3,0x40,0x127,0xc3,-52,52,60,48,0,3,0,2,-13,16,17,-48,127,1,21,0,3,3,60,0,109,32,93,102,50,0,5,0,90,0x4d00b300,0,25,48,224,0,88,16,3,0x3332520,0xbbe930,0xbe903312,0xe9030023,0x1400ce54,0x97030087,0x70300,274726965
1111,0x2103,0xe23,0x0,0x3,0xe6,0x0,0x5403,0x86,0,8,126,0,8,-23,0,8,-112,126,95,-22,0,8,-85,16,26,-16,1,-16,1,-16,1,96,1,0,-23,-22,0,0xa13e90,233,0,19,34,144,78,36,34,0x42001ee0,0x2113e024,0x13e042,0x2e903542,0x95b54,0x1103302a,0x8800ea44,846004386
1112,0xe400,0xe,0x32,0x23,0xe,0x0,0x9c33,0x10,3,-30,9,49,35,17,75,1,58,0,-64,112,60,16,-15,17,51,97,55,3,3,3,60,-103,0,3,51,0,0,0x33030002,48,1,9,127,51,1,133,16,0x15010e,0x124000a,0x3589112b,0xb303433,0x3c3b11,0x3611c003,0x318811f5,537129007
1113,0x6003,0x300,0x66,0x40,0x3,0x50,0x3076,0x3,96,96,3,7,0,-112,-66,-35,33,40,2,11,-66,16,-20,18,20,0,3,-80,0,3,90,-117,0,6,8,16,-93,0x8a4411,3,123,128,0,13,126,231,0,0xea77800,0xb7700001,0xe77000ea,0xe0805ff1,0x5abe4e01,0xcbee9000,0x5eee0000,572776533
1114,0x153,0x1239,0x21,0x52,0x3e,0x12,0x1022,0x3,2,50,62,34,34,58,34,1,60,85,0,-18,-18,9,53,17,-94,-98,50,0,17,34,-22,-94,34,34,74,37,0,0x55344aa3,34,50,67,84,30,238,238,94,0xeb514a90,0x73110310,0x7913f5e5,0x3f326f02,0x3c2851,0xb752c00b,0x10033039,276173082
1115,0x3303,0x23c,0x73,0xde,0x1,0x8e,0x9d02,0x0,18,-95,33,-114,-15,51,-80,3,118,86,119,48,3,112,0,3,0,16,3,-80,1,-80,0,-120,0,-120,-120,8,0,0x22c0b887,144,49,88,96,102,7,96,102,0x66000276,0x77000766,0xfd775f01,0x68115f01,0x1a05f81,0x8401cf10,0xc04d1100,3204615473
1116,0xeabe,0xee,0xe9,0xeb,0x40,0xe3,0x2701,0x33,-23,34,-94,67,-32,32,35,50,0,3,58,84,-32,52,67,0,-59,94,78,84,-52,94,94,-59,0,-51,85,-114,-35,0x5dde54dd,0,53,229,222,53,17,78,229,0x4e220013,0xec232135,0x22003215,0x1232135c,0x232a5c,0x23225d12,0xee422222,67108928
1117,0x320e,0x2233,0xe4,0x22,0x0,0x22,0xe343,0x11,34,50,52,33,8,18,34,52,34,0,12,34,52,42,90,67,-124,122,48,81,95,17,91,-29,64,3,51,-1,1,0x5161114e,94,1,66,51,183,33,106,16,0xfd33f13a,0x80a203b0,0x13100350,0x26010120,0xf9260100,0x5c119922,0x3200a00,2290149395
1118,0x4ef2,0xe080,0x1,0x90,0x9e,0xe3,0x9000,0x43,85,-52,1,53,0,-53,-32,-19,69,-113,96,1,-28,-114,0,119,-121,85,-34,119,-121,-27,78,0,-52,-36,-21,68,35,0x1034ee22,35,34,233,0,253,224,52,52,0xe94222,0x2322580f,0x22030021,0xa42a5d00,0x34235322,0x25420032,0x353223c2,587215682
1119,0x2355,0x324c,0x53,0x34,0x33,0x0,0x4132,0xa3,67,50,66,51,-45,0,34,52,51,67,50,50,52,67,16,35,51,51,0,9,51,68,51,51,3,-45,-29,68,-36,0x2751e434,16,3,127,228,65,59,17,67,0x2751bb65,0x3fc103f0,0x14ffa812,0x350b20f3,0xf00f1529,0x656725f1,0x3b7c1259,687966336
1120,0x2d21,0x310,0x80,0x40,0x3,0x0,0x7f0b,0x70,35,-65,16,4,80,28,16,3,32,20,-63,69,0,3,120,-32,64,3,18,-93,6,-57,16,3,-112,62,78,51,53,0x2570222,44,53,18,0,3,3,148,160,0x20120720,0x22394407,0xe3003332,0xe4323c4e,0xa334ee0,0x33e0009e,0x43f800,3946898179
1121,0x300,0xebc,0x0,0xe3,0xce,0xeb,0x80,0xc5,67,14,-61,67,-18,0,-18,-3,-95,-107,-16,1,-16,1,-15,63,-16,3,17,38,-61,3,-56,-1,22,-116,1,43,19,0x3626ec,15,16,3,3,236,81,39,63,0x26850c33,0xc3122200,0x69223a24,0x70217102,0xbe213b7,0x277b000,0x127b7686,3758298506
1122,0xb01,0xa712,0x0,0x4,0x77,0xbe,0x2e00,0xb0,17,118,0,-10,0,3,18,123,5,-99,-32,88,69,0,16,-34,65,71,32,1,68,57,33,32,50,67,1,39,68,0xd4333239,0,57,34,67,205,77,51,83,0x55ec00cc,0xabedce55,0xde00e0ba,0xe9e4babe,0xe40ebc,0xe4ebce90,0xe5bce900,3465547264
1123,0xece,0xe900,0xcb,0xa7,0x3,0xfe,0x2cc,0xc9,-53,-19,113,52,18,83,1,86,95,0,1,86,0,1,86,0,45,0,36,16,8,-16,1,-11,-15,63,-16,3,53,0x30071026,17,25,195,1,21,223,1,71,0x11431c21,0x2936219,0x460f1084,0x4e05f191,0xe003f05,0x30300200,0x8f0300c3,3274937298
1124,0x10c,0x3857,0x3e,0x6,0xfa,0x0,0x7f1f,0x8b,82,-109,-32,1,81,-100,18,-113,6,108,98,-72,-94,-97,23,-32,-66,-86,0,-19,-35,70,-97,24,3,81,95,-126,32,0xddecdc03,14,205,0,3,187,130,0,3,0xedeccb,0xcb0300bb,0x9edc08,0xbb4001cc,0x94feccc,0xbce92871,0x3f104300,1602323445
1125,0x6740,0x4328,0x30,0x0,0xe9,0x67,0x330e,0xf,-112,-18,14,3,32,-3,97,47,5,11,0,3,47,48,59,66,63,35,34,89,19,-73,17,20,21,29,-29,-13,-81,0x9190201,195,67,204,41,60,151,251,239,0x23113731,0x93c4e09,0x3c2956,0xe727305a,0x2100b732,0x3cc33e28,0x52f91f20,435159344
1126,0x90d3,0x9837,0xc0,0x11,0x37,0xcc,0x9ccc,0xbe,0,51,51,-23,-69,0,-32,-85,-70,48,0,-32,25,-1,51,-111,-69,-53,-36,14,0,-53,-52,-36,14,-69,-36,-18,-52,0x9eccb3f,219,0,255,1,53,36,199,240,0xf55f205f,0xdd1081a0,0xf3099f00,0x231e10bc,0xf2980e21,0x23cc007f,0x9cf06f,1872515925
1127,0x5ef7,0x4e33,0x6e,0x35,0x2c,0x2d,0x2fdf,0x9e,30,-7,21,13,33,60,63,-104,42,-14,25,-112,21,-54,24,57,15,16,64,11,0,32,0,0,48,1,-32,-18,-18,0x1200e000,49,238,0,238,19,33,0,0,0x33e990,0xee9f00,0x9fff0018,0x1101f50,0x9,0xff9999f0,0xeeebaaef,2864441600
1128,0xeeba,0xbbbe,0xaa,0x40,0xaa,0x50,0xf01b,0xff,-1,-1,-1,63,16,0,-16,-2,0,6,-31,-13,63,51,0,18,14,-1,0,35,-18,-98,-16,-80,-112,63,15,0,3,0x3ff32610,243,51,3,239,158,255,0,239,0xc05100e2,0x1f108f01,0x333333,0xf001f07f,0x9101f01f,0x9ee01f50,0x9ee3d300,1343635689
1129,0x90,0x2e03,0x0,0x6,0x31,0xff,0x1eff,0x0,50,-18,-109,17,-29,30,-18,33,7,-29,30,-30,49,14,16,28,16,4,32,3,16,-1,15,0,0,-65,47,63,51,0xffff23b3,0,73,240,0,15,160,191,48,0x125f,0x30033,0x340f3,0x34009b,0x7103f,0x400bf03,0x3f480b10,255801088
1130,0x1401,0xe900,0xdd,0x0,0xbc,0xab,0x3e93,0x33,-68,0,-23,4,51,51,-1,-97,62,0,-73,-23,35,96,-1,0,8,0,47,-23,-1,0,-16,-17,96,-86,1,76,1,0xbbc3ba46,171,170,5,51,51,188,187,34,0x320400,0x23230004,0x33233232,0x99003322,0xee009e13,0x9e11e,0x9e213baa,3995187883
1131,0xc0,0x26,0x2b,0xbb,0xaa,0x33,0xbcc3,0xbb,9,51,51,-45,-69,-63,-97,0,-18,0,4,65,-70,0,-5,-86,-21,9,0,-85,16,8,-88,-16,1,112,0,3,-128,0x770930,0,0,62,227,30,0,224,195,0x100ec,0x7777ecce,0x300e777,0x108772c,0x2410883a,0x81210800,0x13eee300,3777161336
1132,0x68,0xe348,0xee,0x86,0x3e,0x22,0xe7e7,0x0,46,-18,-21,-31,-20,-98,126,-50,43,-52,-20,0,3,-52,0,110,15,1,59,0,-9,105,-16,97,71,16,-120,9,0,0xe3ee7a,24,107,47,18,27,0,3,251,0x1f30b00,0x7d03402a,0x103b01ff,0x2662117,0x3f032038,0xf111000,0x30003ff,537854207
1133,0xbd13,0x5612,0x90,0x30,0x27,0x11,0x56,0x33,16,22,3,17,-49,0,-112,-18,15,0,-23,-69,62,35,0,50,34,-23,50,35,34,-32,35,0,34,50,-112,62,50,0x123ee923,51,51,190,1,25,187,187,32,0x3200cb01,0x23bdc333,0xdd3332,0xdd322222,0xcc332323,0x3233330c,0x101f1232,13421596
1134,0xbbcc,0x2abb,0xeb,0x9,0xbb,0xab,0x2a20,0x9e,1,82,-22,-52,-68,-69,-94,0,51,-45,-67,-85,51,51,-36,-69,-64,0,66,0,28,-53,-52,0,-121,119,119,125,0,0x5b110701,17,77,18,178,49,95,0,1,0xee2d5f,0x13e02c01,0x7e03003e,0xe0280330,0x7e0330e1,0xe7e0a01,0xcccd00e1,3437158860
1135,0xecc,0xe001,0xcd,0xcc,0xe,0x0,0xccde,0x0,27,108,-52,3,108,0,3,-52,0,11,1,68,-29,9,0,0,-52,51,14,0,-52,60,-98,18,0,-52,-52,16,3,0x970009ec,14,175,0,3,158,0,3,236,0x33116732,0x3407382,0x710095f,0x13411f0,0x2224212f,0xde0f107b,0x3109342,858194329
1136,0xf07b,0x101,0xa3,0xee,0x37,0xcc,0x133,0x4a,2,-105,-112,3,-17,35,39,-112,1,112,-112,1,42,1,51,2,-113,51,34,35,46,0,34,50,50,62,50,50,50,0x4101832e,46,51,51,179,62,1,69,1,0x2a01ac33,0xdd5b1133,0x2b005901,0x80bbb3,0xbbbbcb16,0x2dcc233b,0xbb322300,3169721259
1137,0xbb,0x31ad,0xcd,0xcb,0xdc,0x1e,0xbbbb,0x0,45,-23,-69,-69,-102,0,50,-67,16,-22,0,-61,0,3,-45,-68,-86,14,-86,17,42,14,16,3,-18,0,10,17,16,0xee00e20e,233,227,227,21,46,238,158,4,0x952e2e15,0x2f2125,0xce5090,0xac00ce8b,0x4412e09e,0xe25ee200,0xe352e222,1373766190
1138,0xebeb,0xcbe2,0x1,0x24,0xcc,0xa1,0x410,0xbc,32,4,-52,-52,-36,-52,1,-41,98,-35,16,8,1,121,-52,-35,14,1,35,-98,-94,0,3,-20,16,3,-7,0,0,0x40006201,203,2,237,187,236,9,0,188,0xad12fecb,0x3f02751,0x1f00330,0x630401c0,0xbe5e90,0x4515dba7,0x66021cd0,14437378
1139,0xee33,0x3dce,0x32,0x0,0xe0,0x2e,0x2270,0x0,35,4,-121,18,47,-18,-18,-32,-18,0,46,-62,35,51,50,51,50,34,34,35,-61,1,90,-61,34,34,1,63,50,0x1dcc320,70,61,57,51,220,67,0,57,0xdc34dcc3,0x40edaabc,0x3d0300cc,0x33edaabb,0xdaaa01bc,0xdaaabb33,0x40434,2881207619
1140,0xdd34,0xbbbd,0x0,0xe2,0xae,0x66,0xe25b,0xee,-86,90,104,14,0,79,2,-102,46,0,3,78,-98,0,0,-32,36,-22,9,-23,74,-86,-18,0,34,-76,-31,-66,102,0x42e1ce,85,222,46,17,81,226,34,18,0x24235100,0x52ee5222,0xdee50024,0xde6ae544,0x6a44eebb,0xdccc9902,0xdd2811dd,3737925341
1141,0x400,0x300,0xcd,0x10,0xb,0x0,0xed02,0x80,0,2,-98,-51,-69,-18,0,-35,-68,64,60,18,-113,13,-52,-69,-36,-29,-69,8,-36,62,-29,-36,1,-95,-18,-7,-112,0xff340e78,241,51,0,3,1,7,238,221,0xdde03000,0x13010700,0xe33ee0,0xeedde11,0xeeee0e00,0x5d00ee,0xee9ddddd,3792350
1142,0xe03c,0x4de,0x21,0x32,0x86,0x15,0x69f,0x82,-50,51,17,14,-32,-52,0,6,-69,-29,-32,1,-99,1,-32,-69,-68,-32,34,-52,-53,2,64,0,-100,-62,-53,-53,-101,0xbcbcbc,156,203,203,156,203,188,188,185,0xc9ed0180,0xbc9cbcbb,0xcc00c9cb,0xdccc333d,0x1dc4333,0x99343399,0x14399cc,37306616
1143,0x4909,0xccbc,0xec,0x93,0xcb,0x0,0xeccc,0x32,51,68,-44,-67,67,0,67,68,-67,52,68,68,-44,67,12,68,67,-44,52,0,8,16,1,-103,89,0,69,68,46,0xab44555e,218,0,46,66,171,170,237,50,0xdd00aabb,0xdaabbbbe,0x80bab4ed,0xabab0300,0xaabbb4dd,0x700908d,0x2301547d,3730173411
1144,0xee00,0x22ed,0xe2,0xba,0xee,0x25,0x80e2,0x6,-10,-30,-86,-95,-70,-18,-91,-86,0,-95,-21,-75,-86,26,-70,-51,-19,58,-98,0,0,2,36,27,-128,1,-16,2,89,0x1320fff0,67,171,19,158,20,243,32,15,0x47169e03,0xde200f25,0x3e2601ed,0x3fece000,0xedce0002,0x10de003f,0x3e0bcd07,14477568
1145,0xcd17,0x3f21,0x25,0x52,0xe0,0xc0,0x1401,0x6f,3,19,-18,-68,0,-50,-53,0,-53,0,-66,-68,-52,-32,-53,-53,0,-52,-32,-69,-52,60,-66,-53,-53,4,60,-68,-68,0xe0033cc,227,204,144,4,84,203,147,6,0xcbcc9327,0xbc950033,0xccee53cc,0xe940e5bc,0xcd905804,0xcde009bc,0x8e04bb50,3798074539
1146,0x9ccc,0x34,0xee,0xcb,0xcb,0x49,0xac2e,0xbc,73,0,46,-53,-53,-23,-30,-85,-68,-18,0,-30,-70,-54,-114,-23,-85,-53,-114,0,-18,-30,88,68,68,-30,72,51,0,0x34854e34,67,78,222,238,0,238,228,221,0xcddeeeed,0xdd0e00cd,0xcd0edcdc,0xe00edcd,0x7daabcc4,0xbbcac3,0xebaaac7d,3953241229
1147,0x5800,0x111c,0xea,0xee,0xbe,0xa1,0xea,0xdd,-66,26,14,-50,-82,-70,14,0,-50,-91,-85,-85,-86,-75,-70,90,0,85,-91,-69,91,-54,-85,-69,90,0,-85,-66,-69,0x55edad5b,181,0,189,236,174,187,221,14,0xeb48aabe,0xbaf0a606,0x9ea5e100,0x5cee0030,0xcaebe9ea,0xeb00ceb5,0xebcc5caa,29149866
1148,0x1beb,0xbcaa,0xeb,0xf,0xf3,0x1,0x6f28,0xf3,6,34,6,38,48,0,3,33,68,32,19,6,34,-128,1,68,-112,-34,-36,-35,0,-23,-51,65,-51,0,8,-52,0,0x5dee9f0,15,176,3,143,191,1,88,21,0xeefff203,0x614d7ee,0x12dc0150,0xc150980,0xdc172d15,0xe3cccc0e,0xf1e60209,3724628163
1149,0xcc2e,0xbc,0x3,0xcc,0x0,0x63,0xb305,0x1,-113,-32,8,-36,14,0,-23,21,-54,-69,-20,0,0,-34,-37,-37,-70,-20,-23,-34,-52,14,-19,0,-18,-19,0,-61,-48,0xdeb8113f,0,220,236,224,237,238,14,224,0xeedd02de,0xdddde0e0,0xb0433700,0x3ee404,0xab2a341a,0x28ce00ed,0x300eaab,2878931114
1150,0xe1a1,0x14,0xee,0x1a,0x9,0x53,0x6ae,0x5d,-66,13,-128,24,-63,14,-32,-85,-22,-19,14,-66,0,-38,-52,-19,-32,-86,-50,-20,-32,0,-43,-22,-20,-13,-18,61,-2,0x3ebe00ff,254,0,190,239,15,0,0,224,0xedbaa1bd,0xbaaad6,0xbaaded9e,0xbaacbafe,0xabda0e00,0xbb5efeba,0xd80e00ba,3896425397
1151,0xbcbe,0xfe55,0x11,0x6,0xf0,0x1,0xf32,0x42,123,-1,7,-121,-17,32,-4,87,127,99,-77,-1,6,3,18,-107,-80,1,9,1,-127,17,102,-1,-1,59,51,-13,-14,0x40f88c07,52,224,1,22,35,25,123,233,0x3d2c2e30,0x3c2e0000,0x3ee333d9,0xffff1aee,0x53ce0ee,0x414008a,0x3f00fbe3,1508915994
1152,0x5fb0,0x18e0,0xf0,0x1,0x48,0x0,0xf9f,0x33,63,-13,63,64,31,-70,115,1,35,16,-17,110,51,10,116,16,31,15,2,56,32,6,64,31,62,32,-17,-69,6,0x3ff0ee22,51,251,248,176,24,106,215,49,0xe065473b,0x7e,0x6f9c5355,0x56b45f39,0x318c3a0e,0x1e9e27bf,0x210d15f9,710229721
1153,0x19f1,0x158f,0xca,0x18,0x8c,0x1,0x4010,0xb,0,36,0,0,-48,1,51,51,0,3,-52,0,58,0,-61,0,11,16,3,32,1,-32,32,3,48,0,51,-32,50,0x33e33333,203,32,204,60,0,37,51,3,0xaa030030,0x91c10,0x300e203,0x23080013,0x3333e100,0xccc9113e,0xe12013e,3994279950
1154,0xf0e1,0x45d,0x33,0x33,0xcc,0xcc,0xcc,0x5f,-23,14,15,0,-23,62,14,-16,31,80,31,-16,1,-16,31,-112,-48,1,48,48,32,31,-61,60,-61,0,-103,0,-97,0x3003000,128,55,3,0,0,182,136,16,0x3cc3331f,0x3e9da00,0xbeee30e9,0xcc003d90,0x99333390,0xee939900,0xabeeaabe,2864383146
1155,0xbbaa,0x60eb,0x1c,0xee,0xee,0x0,0xee0e,0x13,33,14,18,49,-18,0,0,51,-98,9,0,-18,57,0,44,0,57,32,93,50,17,47,0,58,-77,3,29,0,48,0x17300c3,51,16,3,0,0,11,244,33,0x40050022,0x9001c05c,0xeee90300,0xe1ee3e00,0xe2878e2e,0x868200e0,0x68eee0ce,3456143550
1156,0x7e7e,0xbce9,0x3e,0xbe,0xce,0x8,0xebbb,0xe3,-68,0,3,-23,62,-29,4,0,-50,59,14,0,16,-119,123,119,106,119,32,1,1,52,-128,0,59,-120,0,3,8,0x754d0ac,144,20,119,16,13,208,115,144,0x760082ee,0xbe9000ab,0xba0600aa,0x93ac00aa,0x30908610,0x200baf3,0xbbaa00bb,3418045627
1157,0x333c,0xbb09,0x3d,0x33,0x23,0x0,0xaa16,0xac,1,8,-54,0,22,0,19,51,51,0,2,34,0,2,35,0,35,35,50,50,50,34,51,50,0,-70,-53,-35,-98,0x39e3333b,8,51,51,158,0,16,6,50,0x60009e,0xf4000d20,0x3300033e,0xfc10a530,0x3304313c,0x30b3034,0x3c5e0300,297796352
1158,0x1236,0x3163,0x2f,0xf0,0x3,0x0,0xc355,0x10,-81,-50,0,-97,-68,0,6,-69,0,6,0,-69,-112,-50,-68,-69,-32,-52,-69,2,-69,-23,-52,-69,-53,-50,2,7,-69,0x3edbbb00,187,187,237,62,187,0,219,14,0xedbbe0,0x1a0bbe0,0x300cb1c,0xeccc,0x300d7bc,0x12700a00,0x340e364,51409170
1159,0xe067,0xc00,0x10,0x3,0x77,0x77,0x4611,0x11,78,49,-113,-88,0,6,46,33,31,0,1,31,-18,-85,-70,0,-112,-66,-94,-69,-23,-94,-70,-69,64,-82,1,20,42,0xbacccbbb,219,8,61,51,187,205,18,67,0x40ccbb33,0x3c7d00bc,0x33dd2223,0xdd320022,0xcc222222,0x32363233,0x612223,16825116
1160,0x9f00,0x22,0x22,0x32,0xe3,0x22,0x2332,0x9e,35,1,34,50,14,50,35,-29,9,3,62,-107,0,3,-69,14,0,29,-98,0,62,-20,0,12,-44,66,63,81,40,0xc00b003c,82,183,48,3,179,16,26,60,0x3100e00,0x82033c33,0x3c69d402,0x3005502,0x131003,0x569b03c3,0xc3b700c3,294856449
1161,0x32b,0xce1b,0x8b,0x31,0x2f,0xe0,0xcbbc,0x0,-126,-68,0,2,16,-85,-96,1,44,-53,0,2,-51,-52,-53,-36,-52,3,-52,-36,-51,-52,-52,-35,0,28,17,43,96,0x1b703ec,42,0,41,238,238,0,0,41,0xae0e2154,0xe52e22,0x353ee24e,0x25bebeee,0x23071c0,0xe12e036,0x2e2eee,1044271630
1162,0x529e,0xeee9,0x0,0xe3,0x53,0x59,0xe3e3,0xe0,-78,-70,0,-69,46,-38,-69,-53,-23,-51,-68,1,-36,-112,-46,-69,-69,0,-87,0,3,16,-82,-37,35,0,3,60,-32,0x3d2acbaa,187,0,115,221,0,227,221,1,0x3301cc1b,0x3bbb2323,0xf7003333,0xb3323300,0x3223bbbb,0x1cc70d2,0x12012047,572728139
1163,0x82e2,0x5802,0xe3,0x33,0x33,0x23,0xe2,0x26,-30,-128,0,38,-29,51,-52,-18,14,51,-18,-1,3,111,0,-93,-44,44,-128,15,19,102,16,3,-12,47,1,78,-4,0x5e516111,1,66,1,67,81,106,19,215,0xe005ddbb,0xd0dddbc3,0x13e1101,0xe3ee001d,0xee90bcdd,0x1ccddee,0xc3f0004b,270926080
1164,0xdd01,0x25cc,0xdd,0xdd,0x10,0x1,0xcbed,0x0,3,-51,0,12,0,-34,-51,-36,-35,-23,-34,-35,-35,0,-20,102,-21,46,-19,85,36,46,0,46,21,17,-30,50,21,0xee003331,53,51,84,237,94,67,53,0,0x445ea6ed,0xbbeea6ed,0xea66b502,0x3aaa53e,0x2294eee5,0xe5906e,0xf9044303,2415959716
1165,0x4bae,0xee33,0xaa,0xde,0xaa,0x20,0xcdcb,0x0,3,-52,-34,-86,-69,-45,0,-83,-86,-53,51,-83,-86,-69,51,-128,3,107,67,-70,-69,-37,52,-69,-37,0,-35,67,51,0x3c323323,50,16,34,35,60,1,28,204,0x4222233,0x33233ccd,0x344801d3,0x933301cd,0x933ccd43,0x404802cd,0x23040033,586075347
1166,0x1ce2,0xee,0xe2,0x1,0x14,0x11,0x17,0x6f,0,44,31,-30,-18,14,16,11,20,-60,0,14,-16,1,-16,1,-1,-16,1,81,39,-16,3,48,3,99,-85,18,-88,0xb20f314,247,54,71,21,15,1,36,2,0x5b33de93,0x3106765,0xe95316a0,0xed452301,0x4ede55,0xeede333e,0xabee533e,2214870592
1167,0xabee,0xaa2a,0xbe,0x2a,0x0,0xaa,0xab5a,0xa2,-86,91,52,-29,0,-83,-70,52,-34,-86,-70,-21,-35,4,-86,-69,-34,-83,-70,0,3,-85,-53,0,-35,-70,-70,75,-40,0x404bbbaa,215,0,7,219,77,68,51,219,0x34340044,0x4344444c,0x4422344c,0x43060034,0x1004444,0x99950254,0xe3e55544,77343745
