MagicAnimationTable,itemNumber,isMapOnly,magicAnim,unk06,mapAnim,changeHP,mapFacing,mapColor,unk0F
1656,0x0,0x0,0x306,0x0,0x3d004e80,0xe,0x4,0x0,0x0
1657,0x0,0x0,0x14,0x0,0x0,0x80,0x4e,0x0,0x3d
1658,0x1d4,0x0,0x0,0x0,0x14,0x0,0x3,0x0,0x0
1659,0x980,0x3500,0x355,0x0,0x0,0x1b,0x1c,0x0,0x0
1660,0x300,0x0,0x4e80,0x3d00,0x353,0x0,0x0,0x0,0x0
1661,0x14,0x0,0x300,0x0,0x2d003f80,0x8d,0x21,0x0,0x0
1662,0x0,0x0,0x251f,0x0,0x300,0x0,0x0,0x0,0x0
1663,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1664,0x201,0x4000,0x305,0x0,0x0,0x9,0x0,0x0,0x0
1665,0x0,0x0,0x702,0x800,0x385,0x0,0x0,0x0,0x0
1666,0x1401,0x0,0x0,0x0,0x50000903,0xc6,0x2,0x0,0x0
1667,0x0,0x0,0x1b16,0x0,0x0,0x4,0x5,0x0,0x50
1668,0x285,0x0,0x0,0x0,0x116,0x0,0x0,0x0,0x0
1669,0x4505,0x5000,0x283,0x0,0x0,0x4c,0x4e,0x0,0x0
1670,0x0,0x0,0x4806,0x5000,0x302,0x0,0x0,0x0,0x0
1671,0x1c15,0x0,0x0,0x0,0x50001a08,0x46,0x3,0x0,0x0
1672,0x0,0x0,0x332e,0x0,0x0,0x7,0x3d,0x0,0x50
1673,0x343,0x0,0x0,0x0,0x2a2c,0x0,0x0,0x0,0x0
1674,0x3f0a,0x4000,0x204,0x0,0x0,0x2c,0x24,0x0,0x0
1675,0x0,0x0,0xd09,0x801,0x3c4,0x0,0x0,0x0,0x0
1676,0x6b01,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1677,0x0,0x0,0x0,0x0,0x0,0x2,0x7,0x0,0x8
1678,0x2,0x500,0x6148,0x88b,0x0,0x0,0x0,0x0,0x0
1679,0x201,0x800,0x2,0x400,0x88b6170,0x0,0x0,0x0,0x0
1680,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1681,0x0,0x0,0x0,0x0,0x3d000580,0xc0,0x2,0x0,0x1
1682,0x6190,0x88b,0x14,0x0,0x10000,0x80,0x5,0x0,0x35
1683,0x240,0x100,0x6198,0x88b,0x1c01,0x0,0x0,0x1,0x0
1684,0x580,0x3500,0x340,0x100,0x88b61a0,0x1c,0x14,0x0,0x0
1685,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1686,0x0,0x0,0x0,0x0,0x50000702,0xc,0x3,0x0,0x0
1687,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
1688,0x2cb,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
1689,0x702,0x5000,0x28c,0x0,0x0,0x17,0x4,0x6c,0x0
1690,0x0,0x0,0x702,0x5000,0x2cd,0x0,0x0,0x0,0x0
1691,0x417,0x6c,0x0,0x0,0x50000702,0xe,0x3,0x0,0x0
1692,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
1693,0x34d,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
1694,0x702,0x5000,0x38c,0x0,0x0,0x17,0x4,0x6c,0x0
1695,0x0,0x0,0x702,0x5000,0x34b,0x0,0x0,0x0,0x0
1696,0x417,0x6c,0x0,0x0,0x50000702,0xa,0x3,0x0,0x0
1697,0x0,0x0,0x417,0x6c,0x0,0x0,0x0,0x0,0x0
1698,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1699,0x5f5f,0x4d00,0x4d,0x0,0x0,0xb3,0x0,0x0,0x0
1700,0x303,0xc,0x5fb7,0x4500,0x8c,0x0,0x0,0x0,0x0
1701,0xb3,0x0,0x303,0xc,0x45005fb7,0x8e,0x0,0x0,0x0
1702,0x0,0x0,0xb3,0x0,0xc0303,0xb0,0x6,0x0,0x35
1703,0x5048,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1704,0xead,0x3500,0x50d5,0x0,0x0,0x0,0x0,0x0,0x0
1705,0x1200,0xc,0xead,0x3500,0x5157,0x0,0x0,0x0,0x0
1706,0x0,0x0,0x0,0xc,0x350002ac,0x93,0x51,0x0,0x0
1707,0x0,0x0,0x0,0x0,0xc0300,0xac,0x2,0x0,0x35
1708,0x50d0,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1709,0x2ac,0x3500,0x510d,0x0,0x0,0x0,0x0,0x0,0x0
1710,0x300,0xc,0x2ac,0x3500,0x5316,0x0,0x0,0x0,0x0
1711,0x0,0x0,0x1200,0xc,0x350002ac,0x86,0x52,0x0,0x0
1712,0x0,0x0,0x0,0x0,0xc0000,0xac,0x2,0x0,0x35
1713,0x5247,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
1714,0x6b0,0x3500,0x504a,0x0,0x0,0x0,0x0,0x0,0x0
1715,0x1200,0xc,0x4ad,0x3500,0x5304,0x0,0x0,0x0,0x0
1716,0x0,0x0,0x300,0xc,0x350004ad,0xc1,0x51,0x0,0x0
1717,0x0,0x0,0x0,0x0,0xc1200,0xae,0x2,0x0,0x35
1718,0x5043,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1719,0x2ae,0x3500,0x5081,0x0,0x0,0x0,0x0,0x0,0x0
1720,0x1200,0xc,0x2ad,0x3500,0x5203,0x0,0x0,0x0,0x0
1721,0x0,0x0,0x300,0xc,0x35000fb7,0x17,0x50,0x0,0x0
1722,0x0,0x0,0x0,0x0,0xc0000,0xb7,0xf,0x0,0x35
1723,0x529a,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1724,0x1ad,0x3500,0x5010,0x0,0x0,0x0,0x0,0x0,0x0
1725,0x300,0xc,0xbad,0x3500,0x5089,0x0,0x0,0x0,0x0
1726,0x0,0x0,0x300,0xc,0x35000bb5,0x40,0x53,0x0,0x0
1727,0x0,0x0,0x0,0x0,0xc0300,0xae,0x2,0x0,0x35
1728,0x5145,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
1729,0x1ab,0x3500,0x50c4,0x0,0x0,0x0,0x0,0x0,0x0
1730,0x0,0xc,0xaa,0x3500,0x5449,0x0,0x0,0x0,0x0
1731,0x0,0x0,0x0,0xc,0x350000aa,0x10,0x54,0x0,0x0
1732,0x0,0x0,0x0,0x0,0xc0000,0x0,0x0,0x0,0x0
1733,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1734,0x702,0x5000,0x30c,0x0,0x0,0x17,0x4,0x6c,0x0
1735,0x0,0x0,0x702,0x5000,0x2cb,0x0,0x0,0x0,0x0
1736,0x417,0x6c,0x0,0x0,0x50000702,0x8c,0x2,0x0,0x0
1737,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
1738,0x2cd,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
1739,0x702,0x5000,0x30e,0x0,0x0,0x17,0x4,0x6c,0x0
1740,0x0,0x0,0x702,0x5000,0x34d,0x0,0x0,0x0,0x0
1741,0x417,0x6c,0x0,0x0,0x50000702,0x8c,0x3,0x0,0x0
1742,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
1743,0x34b,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
1744,0x702,0x5000,0x30a,0x0,0x0,0x17,0x4,0x6c,0x0
1745,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1746,0x0,0x0,0x0,0x0,0x4d00535f,0x8d,0x0,0x0,0x0
1747,0x0,0x0,0xae,0x0,0xc0300,0xaa,0x52,0x0,0x45
1748,0xcc,0x0,0x0,0x0,0xae,0x0,0x3,0xc,0x0
1749,0x52aa,0x4500,0xce,0x0,0x0,0xae,0x0,0x0,0x0
1750,0x300,0xc,0x6b0,0x3500,0x5048,0x0,0x0,0x0,0x0
1751,0x0,0x0,0x0,0xc,0x35000ead,0xd5,0x50,0x0,0x0
1752,0x0,0x0,0x0,0x0,0xc1200,0xad,0xe,0x0,0x35
1753,0x5157,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1754,0x2ac,0x3500,0x5193,0x0,0x0,0x0,0x0,0x0,0x0
1755,0x300,0xc,0x2ac,0x3500,0x50d0,0x0,0x0,0x0,0x0
1756,0x0,0x0,0x300,0xc,0x350002ac,0xd,0x51,0x0,0x0
1757,0x0,0x0,0x0,0x0,0xc0300,0xac,0x2,0x0,0x35
1758,0x5316,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
1759,0x2ac,0x3500,0x5286,0x0,0x0,0x0,0x0,0x0,0x0
1760,0x0,0xc,0x2ac,0x3500,0x5247,0x0,0x0,0x0,0x0
1761,0x0,0x0,0x1200,0xc,0x350006b0,0x4a,0x50,0x0,0x0
1762,0x0,0x0,0x0,0x0,0xc1200,0xad,0x4,0x0,0x35
1763,0x5304,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1764,0x4ad,0x3500,0x51c1,0x0,0x0,0x0,0x0,0x0,0x0
1765,0x1200,0xc,0x2ae,0x3500,0x5043,0x0,0x0,0x0,0x0
1766,0x0,0x0,0x0,0xc,0x350002ae,0x81,0x50,0x0,0x0
1767,0x0,0x0,0x0,0x0,0xc1200,0xad,0x2,0x0,0x35
1768,0x5203,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1769,0xfb7,0x3500,0x5017,0x0,0x0,0x0,0x0,0x0,0x0
1770,0x0,0xc,0xfb7,0x3500,0x529a,0x0,0x0,0x0,0x0
1771,0x0,0x0,0x0,0xc,0x350001ad,0x10,0x50,0x0,0x0
1772,0x0,0x0,0x0,0x0,0xc0300,0xad,0xb,0x0,0x35
1773,0x5089,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1774,0xbb5,0x3500,0x5340,0x0,0x0,0x0,0x0,0x0,0x0
1775,0x300,0xc,0x2ae,0x3500,0x5145,0x0,0x0,0x0,0x0
1776,0x0,0x0,0x1200,0xc,0x350001ab,0xc4,0x50,0x0,0x0
1777,0x0,0x0,0x0,0x0,0xc0000,0xaa,0x0,0x0,0x35
1778,0x5449,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1779,0xaa,0x3500,0x5410,0x0,0x0,0x0,0x0,0x0,0x0
1780,0x0,0xc,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1781,0x0,0x0,0x0,0x0,0x50000702,0xc,0x3,0x0,0x0
1782,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
1783,0x2cb,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
1784,0x702,0x5000,0x28c,0x0,0x0,0x17,0x4,0x6c,0x0
1785,0x0,0x0,0x702,0x5000,0x2cd,0x0,0x0,0x0,0x0
1786,0x417,0x6c,0x0,0x0,0x50000702,0xe,0x3,0x0,0x0
1787,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
1788,0x34d,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
1789,0x702,0x5000,0x38c,0x0,0x0,0x17,0x4,0x6c,0x0
1790,0x0,0x0,0x702,0x5000,0x34b,0x0,0x0,0x0,0x0
1791,0x417,0x6c,0x0,0x0,0x50000702,0xa,0x3,0x0,0x0
1792,0x0,0x0,0x417,0x6c,0x0,0x0,0x0,0x0,0x0
1793,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1794,0x545f,0x4d00,0xcd,0x0,0x0,0x1c,0x16,0x0,0x0
1795,0x300,0xc,0x55ad,0x4500,0x8c,0x0,0x0,0x0,0x0
1796,0x34,0x0,0x300,0xc,0x450055ad,0x8e,0x0,0x0,0x0
1797,0x0,0x0,0x34,0x0,0xc0300,0xb0,0x6,0x0,0x35
1798,0x5048,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1799,0xead,0x3500,0x50d5,0x0,0x0,0x0,0x0,0x0,0x0
1800,0x1200,0xc,0xead,0x3500,0x5157,0x0,0x0,0x0,0x0
1801,0x0,0x0,0x0,0xc,0x350002ac,0x93,0x51,0x0,0x0
1802,0x0,0x0,0x0,0x0,0xc0300,0xac,0x2,0x0,0x35
1803,0x50d0,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1804,0x2ac,0x3500,0x510d,0x0,0x0,0x0,0x0,0x0,0x0
1805,0x300,0xc,0x2ac,0x3500,0x5316,0x0,0x0,0x0,0x0
1806,0x0,0x0,0x1200,0xc,0x350002ac,0x86,0x52,0x0,0x0
1807,0x0,0x0,0x0,0x0,0xc0000,0xac,0x2,0x0,0x35
1808,0x5247,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
1809,0x6b0,0x3500,0x504a,0x0,0x0,0x0,0x0,0x0,0x0
1810,0x1200,0xc,0x4ad,0x3500,0x5304,0x0,0x0,0x0,0x0
1811,0x0,0x0,0x300,0xc,0x350004ad,0xc1,0x51,0x0,0x0
1812,0x0,0x0,0x0,0x0,0xc1200,0xae,0x2,0x0,0x35
1813,0x5043,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1814,0x2ae,0x3500,0x5081,0x0,0x0,0x0,0x0,0x0,0x0
1815,0x1200,0xc,0x2ad,0x3500,0x5203,0x0,0x0,0x0,0x0
1816,0x0,0x0,0x300,0xc,0x35000fb7,0x17,0x50,0x0,0x0
1817,0x0,0x0,0x0,0x0,0xc0000,0xb7,0xf,0x0,0x35
1818,0x529a,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1819,0x1ad,0x3500,0x5010,0x0,0x0,0x0,0x0,0x0,0x0
1820,0x300,0xc,0xbad,0x3500,0x5089,0x0,0x0,0x0,0x0
1821,0x0,0x0,0x300,0xc,0x35000bb5,0x40,0x53,0x0,0x0
1822,0x0,0x0,0x0,0x0,0xc0300,0xae,0x2,0x0,0x35
1823,0x5145,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
1824,0x1ab,0x3500,0x50c4,0x0,0x0,0x0,0x0,0x0,0x0
1825,0x0,0xc,0xaa,0x3500,0x5449,0x0,0x0,0x0,0x0
1826,0x0,0x0,0x0,0xc,0x350000aa,0x10,0x54,0x0,0x0
1827,0x0,0x0,0x0,0x0,0xc0000,0x0,0x0,0x0,0x0
1828,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1829,0x442,0x0,0xffff,0x0,0x405,0xff,0xff,0x0,0x0
1830,0x444,0x0,0xffff,0x0,0x403,0xff,0xff,0x0,0x0
1831,0x483,0x0,0xffff,0x0,0x402,0xff,0xff,0x0,0x0
1832,0x4c2,0x0,0xffff,0x0,0x481,0xff,0xff,0x0,0x0
1833,0x148,0x0,0xffff,0x0,0x14a,0xff,0xff,0x0,0x0
1834,0x201,0x3800,0x440,0x100,0x88b6e28,0x9,0x6c,0x0,0x0
1835,0x0,0x0,0x903,0x2800,0x1000400,0x30,0x6e,0x8b,0x8
1836,0x6c14,0x0,0x0,0x0,0x8001a08,0x40,0x4,0x0,0x1
1837,0x6e38,0x88b,0x6c2d,0x0,0x0,0x5,0x45,0x0,0x18
1838,0x400,0x100,0x6e40,0x88b,0x4b,0x0,0x0,0x0,0x0
1839,0x3f0a,0x2000,0x480,0x100,0x88b6e48,0x1f,0x28,0x0,0x0
1840,0x0,0x0,0x702,0x800,0x1000400,0x50,0x6e,0x8b,0x8
1841,0x1703,0x6c,0x0,0x0,0x10000d09,0xc0,0x4,0x0,0x1
1842,0x6e58,0x88b,0x6b01,0x0,0x0,0x6,0x48,0x0,0x10
1843,0x480,0x100,0x6e60,0x88b,0x6c15,0x0,0x0,0x0,0x0
1844,0x504,0x800,0x440,0x0,0x0,0x1,0x14,0x6c,0x0
1845,0x0,0x0,0x4413,0x800,0x4c0,0x0,0x0,0x0,0x0
1846,0x3f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1847,0x0,0x0,0x0,0x0,0x0,0x80,0x3f,0x0,0x3d
1848,0x191,0x0,0x0,0x0,0x20,0x0,0x3,0x9,0x0
1849,0x4e80,0x3d00,0x2c8,0x0,0x0,0x14,0x0,0x0,0x0
1850,0x300,0x9,0x4e80,0x3d00,0x2c9,0x0,0x0,0x0,0x0
1851,0x15,0x0,0x300,0x9,0x3d004e80,0x4a,0x4,0x0,0x0
1852,0x0,0x0,0x14,0x0,0x90300,0x80,0x3f,0x0,0x3d
1853,0x4d0,0x0,0x0,0x0,0x20,0x0,0x3,0x9,0x0
1854,0x3f80,0x3d00,0x201,0x0,0x0,0x1f,0x0,0x0,0x0
1855,0x0,0x9,0xf80,0x4500,0x34d,0x0,0x0,0x0,0x0
1856,0x1,0x0,0x300,0x9,0x3d002580,0x8f,0x3,0x0,0x0
1857,0x0,0x0,0x38,0x0,0x90000,0x80,0x3f,0x0,0x3d
1858,0x213,0x0,0x0,0x0,0x1f,0x0,0x0,0x9,0x0
1859,0x3f80,0x3d00,0x4d2,0x0,0x0,0x20,0x0,0x0,0x0
1860,0x300,0x9,0xf80,0x3d00,0x38c,0x0,0x0,0x0,0x0
1861,0x1,0x0,0x300,0x9,0x3d002580,0x4b,0x3,0x0,0x0
1862,0x0,0x0,0x5c39,0x0,0x90300,0x80,0x19,0x0,0x2d
1863,0x211,0x0,0x0,0x0,0x2d,0x0,0x3,0x9,0x0
1864,0x1980,0x3d00,0x511,0x0,0x0,0x2d,0x0,0x0,0x0
1865,0x300,0x9,0x4e80,0x4500,0x48c,0x0,0x0,0x0,0x0
1866,0x16,0x0,0x300,0x9,0x3d002580,0xc1,0x21,0x0,0x0
1867,0x0,0x0,0x6e39,0x0,0x90000,0x4c,0x5,0x0,0x64
1868,0x2109,0x0,0x0,0x0,0x651c03,0x3,0x3,0x9,0x20
1869,0x1980,0x3d00,0x109,0x100,0x88b6e68,0x2d,0x0,0x0,0x0
1870,0x300,0x9,0x1980,0x3d00,0x1000109,0x70,0x6e,0x8b,0x8
1871,0x2d,0x0,0x300,0x9,0x0,0x0,0x0,0x0,0x0
1872,0x0,0x0,0x0,0x0,0x0,0x3,0x1,0x0,0x0
1873,0xffff,0x0,0x108,0x0,0xffff,0x3,0x1,0x0,0x0
1874,0xffff,0x14,0x107,0x0,0xffff,0xa,0x81,0x0,0x0
1875,0xffff,0x0,0x201,0x800,0x2000243,0xe4,0x70,0x8b,0x8
1876,0x0,0x0,0x0,0x0,0x8000702,0x43,0x2,0x0,0x2
1877,0x70f4,0x88b,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1878,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1879,0x742,0x800,0xa,0x100,0x88b7104,0x0,0x0,0x0,0x0
1880,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1881,0x0,0x0,0x0,0x0,0x4d3,0xff,0xff,0x0,0x0
1882,0x4d4,0x0,0xffff,0x0,0x514,0xff,0xff,0x0,0x0
1883,0x453,0x0,0xffff,0x0,0x494,0xff,0xff,0x0,0x0
1884,0x414,0x0,0xffff,0x0,0x8a,0xff,0xff,0x0,0x0
1885,0x153,0x0,0xffff,0x0,0xd4,0xff,0xff,0x0,0x0
1886,0xd2,0x0,0xffff,0x0,0x115,0xff,0xff,0x0,0x0
1887,0x111,0x0,0xffff,0x0,0x181,0xff,0xff,0x0,0x0
1888,0x149,0x0,0xffff,0x0,0x14a,0xff,0xff,0x0,0x0
1889,0x294,0x0,0xffff,0x0,0x38d,0xff,0xff,0x0,0x0
1890,0x54a,0x0,0xffff,0x0,0x280,0xff,0xff,0x0,0x0
1891,0x400,0x0,0xffff,0x0,0x449,0xff,0xff,0x0,0x0
1892,0x242,0x0,0xffff,0x0,0x50d,0xff,0xff,0x0,0x0
1893,0x3ce,0x0,0xffff,0x0,0x408,0xff,0xff,0x0,0x0
1894,0x1c3,0x0,0xffff,0x0,0x201,0xff,0xff,0x0,0x0
1895,0xc5,0x0,0xffff,0x0,0x8f,0xff,0xff,0x0,0x0
1896,0x290,0x0,0xffff,0x0,0x14b,0xff,0xff,0x0,0x0
1897,0x354,0x0,0xffff,0x0,0x353,0xff,0xff,0x0,0x0
1898,0x543,0x0,0xffff,0x0,0x585,0xff,0xff,0x0,0x0
1899,0x582,0x0,0xffff,0x0,0x5,0xff,0xff,0x0,0x0
1900,0xf,0x0,0xffff,0x0,0x540,0xff,0xff,0x0,0x0
1901,0x581,0x0,0xffff,0x0,0x5c2,0xff,0xff,0x0,0x0
1902,0x4d3,0x0,0xffff,0x0,0x513,0xff,0xff,0x0,0x0
1903,0x514,0x0,0xffff,0x0,0x10453,0xff,0xff,0x0,0x0
1904,0x413,0x1,0xffff,0x0,0x10414,0xff,0xff,0x0,0x0
1905,0x413,0x1,0xffff,0x0,0x54e,0xff,0xff,0x0,0x0
1906,0x34e,0x0,0xffff,0x0,0x40000201,0x13,0x5,0x0,0x1
1907,0x7170,0x88b,0x6c09,0x0,0x0,0x5,0x45,0x0,0x18
1908,0x594,0x100,0x7178,0x88b,0x4b,0x0,0x0,0x0,0x0
1909,0xd09,0x1000,0x593,0x100,0x88b7180,0x1,0x6b,0x0,0x0
1910,0x0,0x0,0x4806,0x1000,0x1000493,0x88,0x71,0x8b,0x8
1911,0x6c15,0x0,0x0,0x0,0x28000903,0x14,0x5,0x0,0x1
1912,0x7190,0x88b,0x6c14,0x0,0x0,0x4,0x5,0x0,0x8
1913,0x494,0x100,0x7198,0x88b,0x6c1401,0x0,0x0,0x0,0x0
1914,0x3d07,0x800,0x454,0x0,0x0,0x2c,0x0,0x0,0x0
1915,0x0,0x0,0x3f0a,0x2000,0x493,0x0,0x0,0x0,0x0
1916,0x1f,0x0,0x0,0x0,0x8004413,0x13,0x5,0x0,0x0
1917,0x0,0x0,0x3f,0x0,0x0,0x0,0x0,0x0,0x0
1918,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1919,0xb4d,0xc00,0x8a,0x100,0x88b71a0,0x17,0x1c,0x0,0x0
1920,0x303,0x2009,0x980,0x3500,0x1000113,0xa8,0x71,0x8b,0x8
1921,0x16,0x0,0x300,0x9,0x45000980,0xd4,0x0,0x0,0x1
1922,0x71b0,0x88b,0x16,0x0,0x90300,0x80,0x9,0x0,0x45
1923,0xd2,0x100,0x71b8,0x88b,0x14,0x0,0x3,0x9,0x0
1924,0x980,0x3d00,0x154,0x100,0x88b71c0,0x16,0x0,0x0,0x0
1925,0x300,0x9,0x980,0x4500,0x1000152,0xc8,0x71,0x8b,0x8
1926,0x16,0x0,0x300,0x9,0x35000980,0x81,0x1,0x0,0x1
1927,0x71d0,0x88b,0x14,0x0,0x90300,0x80,0x4e,0x0,0x45
1928,0x149,0x100,0x71d8,0x88b,0x16,0x0,0x3,0x9,0x0
1929,0x980,0x3d00,0x14a,0x100,0x88b71e0,0x16,0x0,0x0,0x0
1930,0x300,0x9,0x980,0x4500,0x1002294,0xe8,0x71,0x8b,0x8
1931,0x6a16,0x0,0x300,0x9,0x35001380,0x93,0x2,0x0,0x1
1932,0x71f0,0x88b,0x1,0x0,0x90300,0x80,0x4e,0x0,0x45
1933,0x447,0x100,0x71f8,0x88b,0x16,0x0,0x3,0x9,0x0
1934,0xf80,0x4500,0x280,0x100,0x88b7200,0x3,0x0,0x0,0x0
1935,0x300,0x9,0xf80,0x3d00,0x1000400,0x8,0x72,0x8b,0x8
1936,0x3,0x0,0x300,0x9,0x45004e80,0x47,0x4,0x0,0x1
1937,0x7210,0x88b,0x16,0x0,0x90300,0x80,0x2d,0x0,0x35
1938,0x242,0x100,0x7218,0x88b,0x45,0x0,0x3,0x9,0x0
1939,0x980,0x4500,0x447,0x100,0x88b7220,0x16,0x0,0x0,0x0
1940,0x300,0x9,0x1980,0x3d00,0x1000293,0x28,0x72,0x8b,0x8
1941,0x2e,0x0,0x300,0x9,0x35001980,0x8,0x4,0x0,0x1
1942,0x7230,0x88b,0x2d,0x0,0x90000,0x80,0x19,0x0,0x45
1943,0x1c3,0x100,0x7238,0x88b,0x34,0x0,0x3,0x9,0x0
1944,0x2580,0x3500,0x201,0x100,0x88b7240,0x39,0x0,0x0,0x0
1945,0x0,0x9,0x1980,0x4500,0x10000c5,0x48,0x72,0x8b,0x8
1946,0x34,0x0,0x300,0x9,0x35001980,0x8f,0x0,0x0,0x1
1947,0x7250,0x88b,0x34,0x0,0x90300,0x80,0x2d,0x0,0x45
1948,0x290,0x100,0x7258,0x88b,0x45,0x0,0x3,0x9,0x0
1949,0x4e80,0x3d00,0x14b,0x100,0x88b7260,0x16,0x0,0x0,0x0
1950,0x300,0x9,0x4e80,0x3500,0x10002d4,0x68,0x72,0x8b,0x8
1951,0x14,0x0,0x300,0x9,0x45004e80,0xd3,0x2,0x0,0x1
1952,0x7270,0x88b,0x16,0x0,0x90300,0x0,0x0,0x0,0x0
1953,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1954,0x10f,0x2000,0x540,0x100,0x88b7278,0x78,0x16,0x6d,0x0
1955,0x0,0x0,0x510,0x3000,0x1000580,0x80,0x72,0x8b,0x8
1956,0x1c03,0x6c,0x0,0x0,0x28000511,0x80,0x5,0x0,0x1
1957,0x7288,0x88b,0x1603,0x6c,0x0,0x0,0x0,0x0,0x0
1958,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1959,0x2580,0x3d00,0x5,0x100,0x88b7290,0x39,0x0,0x0,0x0
1960,0x0,0x9,0x2580,0x3d00,0x100000f,0x98,0x72,0x8b,0x8
1961,0x39,0x0,0x0,0x9,0x55000d80,0x4a,0x3,0x0,0x0
1962,0x0,0x0,0x6b01,0x0,0x90000,0x0,0x0,0x0,0x0
1963,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1964,0x580,0x4500,0x540,0x100,0x88b72a0,0x3,0x0,0x0,0x0
1965,0x0,0x9,0x580,0x4500,0x1000580,0xa8,0x72,0x8b,0x8
1966,0x1c16,0x0,0x0,0x9,0x45000580,0xc0,0x5,0x0,0x1
1967,0x72b0,0x88b,0x14,0x0,0x90000,0x0,0x0,0x0,0x0
1968,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1969,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1970,0x0,0x0,0x742,0x800,0x1000593,0xb8,0x72,0x8b,0x8
1971,0x0,0x0,0x0,0x0,0x40000201,0xd3,0x5,0x0,0x1
1972,0x72c0,0x88b,0x0,0x0,0x0,0x2,0x7,0x0,0x8
1973,0x5d4,0x100,0x72c8,0x88b,0x0,0x0,0x0,0x0,0x0
1974,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1975,0x0,0x0,0xb4d,0x5500,0x10002d3,0xd0,0x72,0x8b,0x8
1976,0x0,0x0,0x0,0x0,0x45004e80,0x93,0x2,0x0,0x2
1977,0x72d8,0x88b,0x0,0x0,0x90300,0x80,0x4e,0x0,0x45
1978,0x253,0x100,0x72e8,0x88b,0x0,0x0,0x3,0x9,0x0
1979,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1980,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1981,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1982,0x0,0x0,0x0,0x0,0x0,0x80,0x3f,0x0,0x3d
1983,0x447,0x100,0x72f0,0x88b,0x20,0x0,0x3,0x9,0x0
1984,0x2580,0x3d00,0xc7,0x0,0x0,0x39,0x0,0x0,0x0
1985,0x300,0x9,0x2580,0x3d00,0xcd,0x0,0x0,0x0,0x0
1986,0x39,0x0,0x300,0x9,0x45002d80,0x80,0x0,0x0,0x0
